0ad,
libtuxcap,
libusbtc08,
licq,
liggghts,
lightspark,
lincity-ng,
linpsk,
linthesia,
ll-scope,
lifeograph,
lmms,
logstalgia,
lordsawar,
lostirc,
luabind,
luatex,
luckybackup,
luminance-hdr,
lurker,
maelstrom,
mana,
mapnik,
marble,
mathgl,
lyx,
massxpert,
mazeofgalious,
mcrl2,
md5deep,
mediainfo,
megaglest,
mercator,
merkaartor,
mesa,
minetest,
mklibs,
monav,
monkeystudio,
monopd,
monster-masher,
mozc,
mp3diags,
mp3val,
mednafen,
meshlab,
mixxx,
mrd6,
mrmpi,
mrtrix,
mudlet,
mumble,
mupen64plus-video-arachnoid,
mupen64plus-video-glide64,
muscle,
muse,
museek+,
musescore,
musique,
mustang,
mustang-plug,
myodbc,
mysql++,
mysql-5.5,
mysql-connector-c++,
mysql-workbench,
nacl,
ncbi-blast+,
neartree,
net6,
netanim,
netemul,
netpanzer,
networkmanagement,
nexus,
nfs4-acl-tools,
nlkt,
nload,
nmapsi4,
nomnom,
npapi-vlc,
nsis,
nuapplet,
nvclock,
nvidia-texture-tools,
nxcl,
nzb,
ode,
odin,
ofono-phonesim,
ogre,
ogre-1.8,
okular,
openchange,
opencity,
opencsg,
opencv,
openexr,
openexr-viewers,
openldap,
openmsx-debugger,
openpref,
openssn,
openvpn-auth-radius,
openvrml,
ophcrack,
packagesearch,
paraview,
parley,
partimage,
passwordmaker-cli,
pathogen,
partitionmanager,
pcb2gcode,
pccts,
pcsc-cyberjack,
pdfsam,
peg-e,
pfstools,
phonon,
peg-solitaire,
pingus,
pipenightdreams,
pipewalker,
pivy,
plastimatch,
plee-the-bear,
polkit-kde-1,
polkit-qt-1,
pong2,
portabase,
prerex,
prison,
projectm,
psi,
psi-plus,
psimedia,
pinentry,
powertop,
pyside,
pyside-tools,
python-qt4,
python-sfml,
pythonqt,
q4wine,
qantenna,
qapt,
qastools,
qbankmanager,
qbittorrent,
qbrew,
qca2,
qcomicbook,
qd,
qdacco,
qdjango,
qedje,
qelectrotech,
qgis,
qimageblitz,
qjackrcd,
qlandkartegt,
qliss3d,
qmf,
qmidiarp,
qnapi,
qonk,
qpdfview,
qpxtool,
qsampler,
qscintilla2,
qsstv,
qstardict,
qt-assistant-compat,
qt-at-spi,
qt-gstreamer,
qt4-perl,
qt4-x11,
qtcreator,
qtemu,
qterm,
qtexengine,
qtiplot,
qtmobility,
qtoctave,
qtruby,
qtscriptgenerator,
qtscrob,
qtsmbstatus,
qtwebkit,
quassel,
qutecom,
qutecsound,
qutemol,
qviaggiatreno,
qwbfsmanager,
qwt,
qwt5,
qwtplot3d,
qxmlrpc,
qxmpp,
qzion,
rafkill,
ragel,
rant,
rapidsvn,
rawtherapee,
qgo,
qmidiroute,
qthid-fcd-controller,
rdkit,
realtimebattle,
recoll,
regina-normal,
rkward,
robocut,
robojournal,
root-system,
rosegarden,
rsibreak,
rsyncrypto,
rubberband,
rekonq,
s390-tools,
sagasu,
sailcut,
samba,
samba4,
scid,
scidavis,
scorched3d,
scribus,
scummvm,
sdl-ball,
sentinella,
sfftobmp,
sflphone,
shaperd,
shelxle,
shiboken,
shotdetect,
shutdown-qapps,
sidplay,
sidplayfp,
sineshaper,
siscone,
skanlite,
skrooge,
slim,
sludge,
smb4k,
smc,
smokegen,
smplayer,
sobby,
socnetv,
silo-llnl,
softhsm,
soundkonverter,
soundtouch,
speedcrunch,
spice,
spring,
springlobby,
starpu,
stellarium,
stimfit,
stlport4.6,
stockfish,
stopmotion,
stretchplayer,
strigi,
subtitlecomposer,
sumo,
superkaramba,
supertransball2,
supertuxkart,
svn-all-fast-export,
sweeper,
swi-prolog,
swift-im,
sword,
syfi,
synfig,
synfigstudio,
taglib,
tagua,
tanglet,
tango,
task,
tau,
tbb,
tcpreen,
tea,
telepathy-qt,
tellico,
tetzle,
texmaker,
texstudio,
texworks,
syncevolution,
tiled-qt,
tmake,
tntnet,
toga2,
tomatoes,
toonloop,
tora,
torcs,
trigger-rally,
tse3,
ttfautohint,
tulip,
tupi,
tuxfootball,
txtreader,
udav,
uim,
unalz,
unetbootin,
unicon,
universalindentgui,
unixodbc,
upx-ucl,
valknut,
vavoom,
vbrfix,
vdr-plugin-games,
unixodbc-gui-qt,
valkyrie,
vidalia,
videocut,
virtualbox,
viruskiller,
visualboyadvance,
vite,
vlc,
vmpk,
vodovod,
voxbo,
vtk,
vxl,
vym,
warmux,
webissues,
webkit,
webkitkde,
wesnoth-1.10,
whitedune,
wine-gecko-1.4,
wing,
wireshark,
workrave,
wpa,
wxmaxima,
wxwidgets2.8,
xbmc,
xboxdrv,
xca,
xdrawchem,
xevil,
xfe,
xflr5,
patchage,
texlive-bin,
xstow,
xye,
xyscan,
yabause,
yade,
yagf,
yakuake,
yaml-cpp,
yate,
yoshimi,
yubikey-personalization-gui,
zanshin,
zatacka,
zaz,
zhcon,
znc,
zpspell,
zynaddsubfx,
